"pointcall_out_date2","pointcall_in_date","record_id","ship_id","ship_name","captain_name","port_depart","outdate_fixed","port_destination","pointcall_province","substate_destination","state_destination","destination_admiralty","departure_admiralty","destination_province","departure_province","pointcall_action","homeport_state_1789_fr","homeport_toponyme_fr","homeport_province","ship_flag_standardized_fr","commodity_standardized_fr","commodity_standardized2_fr","commodity_standardized3_fr","commodity_standardized4_fr","tonnage","tonnage_unit","tonnage_class"
"1789=07=06","1789>07>06","00340176",,Elizabeth,"Banniere, Etienne",Ars-en-Ré,1789-07-06,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Ars-en-Ré,Aunis,français,Vide,,,,"15",tx,[1-20]
"1789=07=06","1789>07>06","00340175",,Ange Gabriel,"Daubernais, Jean Baptiste",Ars-en-Ré,1789-07-06,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Loix,Aunis,français,Vide,,,,"15",tx,[1-20]
"1789=07=07","1789>07>07","00340178",,Jeanne Marie,"Verdon, Louis",Ars-en-Ré,1789-07-07,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Ars-en-Ré,Aunis,français,Vide,,,,"15",tx,[1-20]
"1789=07=07","1789>07>07","00340181",,Petit Saint Jean,"Dupeux, Pierre",Ars-en-Ré,1789-07-07,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Ars-en-Ré,Aunis,français,Vide,,,,"4",tx,[1-20]
"1789=07=07","1789>07>07","00340179",,Cathrinne,"Auluis, Etienne",Ars-en-Ré,1789-07-07,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Ars-en-Ré,Aunis,français,Vide,,,,"15",tx,[1-20]
"1789=07=07","1789>07>07","00332658",,Perle,"Magué, Jacques",La Flotte-en-Ré,1789-07-07,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,In-Out,France,La Flotte-en-Ré,Aunis,français,Vide,Vide,Vide,Vide,"22",tx,[21-50]
"1789=07=07","1789>07>07","00340177",,Amitié,"Boyer, Pierre",Ars-en-Ré,1789-07-07,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Ars-en-Ré,Aunis,français,Vide,,,,"15",tx,[1-20]
"1789=07=07","1789>07>07","00332659",,Nécessaire,"Porsin, François",La Flotte-en-Ré,1789-07-07,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,In-Out,France,La Flotte-en-Ré,Aunis,français,Vide,Vide,Vide,Vide,"33",tx,[21-50]
"1789=07=07","1789>07>07","00340935",,Bonne Espérance,"Fragneau, Francois",La Rochelle,1789-07-07,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,La Rochelle,Aunis,français,,,,,"36",tx,[21-50]
"1789=07=07","1789>07>07","00339747",,Deux frères,"Renaud, Jaques",Marennes,1789-07-07,Moricq,Poitou,,France,Sables-d’Olonne,Marennes,Poitou,Saintonge,Out,France,Marennes,Saintonge,français,Vide,,,,"16",tx,[1-20]
"1789=07=07","1789>07>07","00340180",,Don de Dieu,"Dupeux, Pierre",Ars-en-Ré,1789-07-07,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Ars-en-Ré,Aunis,français,Vide,,,,"15",tx,[1-20]
"1789=07=08","1789>07>08","00336191",,Marie Magdeleine,"Brizard, Josephé",Saint-Martin-de-Ré,1789-07-08,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Loix,Aunis,français,Lest,,,,"15",tx,[1-20]
"1789=07=08","1789>07>08","00336192",,Elizabethe,"Baudouin, Louis",Saint-Martin-de-Ré,1789-07-08,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Lest,,,,"12",tx,[1-20]
"1789=07=08","1789>07>08","00336195",,Cinq frères,"Bonnettau, Pierre François",Saint-Martin-de-Ré,1789-07-08,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Lest,,,,"30",tx,[21-50]
"1789=07=08","1789>07>08","00336196",,Benjamin,"Dupeux, Jacques",Saint-Martin-de-Ré,1789-07-08,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Lest,,,,"9",tx,[1-20]
"1789=07=08","1789>07>08","00336193",,Sainte Barbe,"André, Jacques",Saint-Martin-de-Ré,1789-07-08,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Lest,,,,"9",tx,[1-20]
"1789=07=08","1789>07>08","00336194",,Deux frères,"Ricque, François",Saint-Martin-de-Ré,1789-07-08,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Lest,,,,"15",tx,[1-20]
"1789=07=09","1789>07>09","00340936",,Union d' Ars,"Périer, Pierre Etienne",La Rochelle,1789-07-09,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,île de Ré,Aunis,français,,,,,"15",tx,[1-20]
"1789=07=13","1789>07>13","00340937",,Catholique,"Bertin, Nicolas",La Rochelle,1789-07-13,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,La Rochelle,Aunis,français,,,,,"40",tx,[21-50]
"1789=07=17","1789>07>17","00336197",,Sainte Barbe,"André, Jacques",Saint-Martin-de-Ré,1789-07-17,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Lest,,,,"9",tx,[1-20]
"1789=07=18","1789>07>18","00340938",,Guillaume,"Casseriau, Michel",La Rochelle,1789-07-18,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,La Rochelle,Aunis,français,,,,,"40",tx,[21-50]
"1789=07=20","1789>07>20","00340939",,Tonnant,"Terreau, Pierre",La Rochelle,1789-07-20,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,La Rochelle,Aunis,français,,,,,"20",tx,[1-20]
"1789=07=21","1789>07>21","00339748",,Deux frères,"Renaud, Jaques",Marennes,1789-07-21,Moricq,Poitou,,France,Sables-d’Olonne,Marennes,Poitou,Saintonge,Out,France,Marennes,Saintonge,français,Vide,,,,"15",tx,[1-20]
"1789=07=21","1789>07>21","00340940",,Catherine Francoise,"Michelet, Francois",La Rochelle,1789-07-21,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,La Rochelle,Aunis,français,,,,,"20",tx,[1-20]
"1789=07=22","1789>07>22","00340182",,Saint Louis,"Beyaud, Matthieu",Ars-en-Ré,1789-07-22,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Loix,Aunis,français,Vide,,,,"15",tx,[1-20]
"1789=07=23","1789>07>23","00340184",,Union,"Perrier, Pierre Etienne",Ars-en-Ré,1789-07-23,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Ars-en-Ré,Aunis,français,Vide,,,,"15",tx,[1-20]
"1789=07=23","1789>07>23","00336201",,Cinq frères,"Bognettau, Pierre François",Saint-Martin-de-Ré,1789-07-23,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Lest,,,,"30",tx,[21-50]
"1789=07=23","1789>07>23","00340183",,Jeanne Marie,"Verdon, Louis",Ars-en-Ré,1789-07-23,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Ars-en-Ré,Aunis,français,Vide,,,,"15",tx,[1-20]
"1789=07=23","1789>07>23","00336198",,Elizabethe,"Joly, Gabriel",Saint-Martin-de-Ré,1789-07-23,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Lest,,,,"25",tx,[21-50]
"1789=07=23","1789>07>23","00336200",,Providence,"Ricq, Pierre",Saint-Martin-de-Ré,1789-07-23,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Lest,,,,"30",tx,[21-50]
"1789=07=23","1789>07>23","00336199",,Elizabethe,"Baudouin, Louis",Saint-Martin-de-Ré,1789-07-23,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Lest,,,,"12",tx,[1-20]
"1789=07=23","1789>07>23","00332657",,Nécessaire,"Porsin, François",La Flotte-en-Ré,1789-07-23,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,In-Out,France,La Flotte-en-Ré,Aunis,français,Vide,Bois,Bois,Bois,"33",tx,[21-50]
"1789=07=24","1789>07>24","00340185",,Petit Saint Jean,"Dupeux, Pierre",Ars-en-Ré,1789-07-24,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Ars-en-Ré,Aunis,français,Vide,,,,"4",tx,[1-20]
"1789=08=01","1789>08>01","00340197",,Bonne Esperance,"Fragneaud, François",Rochefort,1789-08-01,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,La Rochelle,Aunis,français,Vide,,,,"36",tx,[21-50]
"1789=08=05","1789>08>05","00340186",,Saint Louis,"Begaud, Matthieu",Ars-en-Ré,1789-08-05,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Loix,Aunis,français,Vide,,,,"15",tx,[1-20]
"1789=08=08","1789>08>08","00340941",,Guillaume,"Casseriau, Michel",La Rochelle,1789-08-08,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,La Rochelle,Aunis,français,,,,,"40",tx,[21-50]
"1789=08=10","1789>08>10","00336202","0007705N",Saint Pierre,"Moineau, Etienne",Saint-Martin-de-Ré,1789-08-10,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Lest,,,,"18",tx,[1-20]
"1789=08=10","1789>08>10","00336204",,Elizabethe,"Joly, Gabriel",Saint-Martin-de-Ré,1789-08-10,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Lest,,,,"25",tx,[21-50]
"1789=08=10","1789>08>10","00336203",,Providence,"Ricq, Pierre",Saint-Martin-de-Ré,1789-08-10,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Lest,,,,"30",tx,[21-50]
"1789=08=12","1789>08>12","00340187",,Union,"Perrier, Pierre Etienne",Ars-en-Ré,1789-08-12,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Ars-en-Ré,Aunis,français,Vide,,,,"15",tx,[1-20]
"1789=08=13","1789>08>13","00332660",,Nonpareille,"Tible, Jean",La Flotte-en-Ré,1789-08-13,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,In-Out,France,La Flotte-en-Ré,Aunis,français,Vide,Vide,Vide,Vide,"4",tx,[1-20]
"1789=08=22","1789>08>22","00340942",,Catherine Francoise,"Michelet, Francois",La Rochelle,1789-08-22,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,La Rochelle,Aunis,français,,,,,"20",tx,[1-20]
"1789=08=31","1789>08>31","00340943",,Guillaume,"Casseriau, Michel",La Rochelle,1789-08-31,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,La Rochelle,Aunis,français,,,,,"40",tx,[21-50]
"1789=09=06","1789>09>06","00332661",,Nonpareille,"Tible, Jean",La Flotte-en-Ré,1789-09-06,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,In-Out,France,La Flotte-en-Ré,Aunis,français,Vide,Vide,Vide,Vide,"4",tx,[1-20]
"1789=09=09","1789>09>09","00340944",,Tonant,"Ternud, Pierre",La Rochelle,1789-09-09,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,La Rochelle,Aunis,français,,,,,"20",tx,[1-20]
"1789=09=14","1789>09>14","00336205",,Elizabethe,"Guiniard, Gabriel",Saint-Martin-de-Ré,1789-09-14,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Lest,,,,"25",tx,[21-50]
"1789=09=16","1789>09>16","00340945",,Catherine Francoise,"Michelet, Francois",La Rochelle,1789-09-16,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,La Rochelle,Aunis,français,,,,,"20",tx,[1-20]
"1789=09=21","1789>09>21","00340946",,Bonne Espérance,"Fragneau, Francois",La Rochelle,1789-09-21,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,La Rochelle,Aunis,français,,,,,"36",tx,[21-50]
"1789=09=22","1789>09>22","00340947",,Tonant,"Thérand, Pierre",La Rochelle,1789-09-22,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,La Rochelle,Aunis,français,,,,,"20",tx,[1-20]
"1789=09=29","1789>09>29","00340948",,Marianne,"Loisseau, Pierre",La Rochelle,1789-09-29,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,La Rochelle,Aunis,français,,,,,"25",tx,[21-50]
"1789=10=01","1789>10>01","00336206",,Providence,"Richard, Jean",Saint-Martin-de-Ré,1789-10-01,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Lest,,,,"30",tx,[21-50]
"1789=10=02","1789>10>02","00332662",,Non Pareille,"Tible, Jean",La Flotte-en-Ré,1789-10-02,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,In-Out,France,La Flotte-en-Ré,Aunis,français,Froment,Vide,Vide,Vide,"4",tx,[1-20]
"1789=10=03","1789>10>03","00336207",,Elizabeth,"Joly, Gabriel",Saint-Martin-de-Ré,1789-10-03,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Lest,,,,"25",tx,[21-50]
"1789=10=15","1789>10>15","00336208","0010984N",Aimable Françoise,"Le Roux, Pierre",Saint-Martin-de-Ré,1789-10-15,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Lest,,,,"8",tx,[1-20]
"1789=10=17","1789>10>17","00340949",,Tonant,"Thérand, Pierre",La Rochelle,1789-10-17,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,La Rochelle,Aunis,français,,,,,"20",tx,[1-20]
"1789=10=17","1789>10>17","00336209",,Sainte Barbe,"André, Jacque",Saint-Martin-de-Ré,1789-10-17,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Lest,,,,"9",tx,[1-20]
"1789=10=21","1789>10>21","00340950",,Bonne Espérance,"Fragneau, Francois",La Rochelle,1789-10-21,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,La Rochelle,Aunis,français,,,,,"36",tx,[21-50]
"1789=10=21","1789>10>21","00336214",,Deux frères,"Fleurisson, Michel",Marans,1789-10-21,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Marans,Aunis,français,Lest,,,,"30",tx,[21-50]
"1789=10=23","1789>10>23","00340951",,Guillaume,"Casserian, Michel",La Rochelle,1789-10-23,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,La Rochelle,Aunis,français,,,,,"40",tx,[21-50]
"1789=10=24","1789>10>24","00340952",,Francoise,"Michelet, Francois",La Rochelle,1789-10-24,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,La Rochelle,Aunis,français,,,,,"20",tx,[1-20]
"1789=10=24","1789>10>24","00336210",,Deux Amis,"Guignard, Gabriel",Saint-Martin-de-Ré,1789-10-24,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Lest,,,,"30",tx,[21-50]
"1789=10=29","1789>10>29","00339745",,Aimable François,"Le Roux, Pierre",Saint-Martin-de-Ré,1789-10-29,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Vide,,,,"8",tx,[1-20]
"1789=11=01","1789>11>01","00340953",,Tonnant,"Thérand, Pierre",La Rochelle,1789-11-01,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,La Rochelle,Aunis,français,,,,,"20",tx,[1-20]
"1789=11=03","1789>11>03","00340188",,Esperance,"Perrier, Etienne",Ars-en-Ré,1789-11-03,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Ars-en-Ré,Aunis,français,Vide,,,,"15",tx,[1-20]
"1789=11=10","1789>11>10","00336211",,Elizabeth,"Joly, Gabriel",Saint-Martin-de-Ré,1789-11-10,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Lest,,,,"25",tx,[21-50]
"1789=11=16","1789>11>16","00336212",,Providence,"Ricq, Pierre",Saint-Martin-de-Ré,1789-11-16,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Lest,,,,"30",tx,[21-50]
"1789=11=20","1789>11>20","00340189",,Don de Dieu,"Dupeux, Pierre",Ars-en-Ré,1789-11-20,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Ars-en-Ré,Aunis,français,Vide,,,,"15",tx,[1-20]
"1789=11=23","1789>11>23","00340954",,Francoise,"Michelet, Francois",La Rochelle,1789-11-23,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,La Rochelle,Aunis,français,,,,,"20",tx,[1-20]
"1789=11=25","1789>11>25","00336213",,Sainte Barbe,"André, Jacque",Saint-Martin-de-Ré,1789-11-25,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Lest,,,,"9",tx,[1-20]
"1789=11=25","1789>11>25","00332722",,Magdeleine,"Brillonet, Pierre",Marans,1789-11-25,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Marans,Aunis,français,Orge,,,,"26",tx,[21-50]
"1789=11=27","1789>11>27","00340955",,Mare Anne,"Loiseau, Pierre",La Rochelle,1789-11-27,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,La Rochelle,Aunis,français,,,,,"25",tx,[21-50]
"1789=11=27","1789>11>27","00340190",,Saint Louis,"Begaud, Matthieu",Ars-en-Ré,1789-11-27,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Loix,Aunis,français,Vide,,,,"15",tx,[1-20]
"1789=11=30","1789>11>30","00340956",,Tonnant,"Théraud, Pierre",La Rochelle,1789-11-30,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,La Rochelle,Aunis,français,,,,,"20",tx,[1-20]
"1789=12=01","1789>12>01","00340957",,Aimable Jeanne,"Dubois, Louis",La Rochelle,1789-12-01,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,La Rochelle,Aunis,français,,,,,"4",tx,[1-20]
"1789=12=04","1789>12>04","00339746",,Elizabeth,"Joly, Gabriel",Saint-Martin-de-Ré,1789-12-04,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Vide,,,,"25",tx,[21-50]
"1789=12=07","1789>12>07","00340191",,Valléë de Saint Pierre,"Ridoret, Isaac",Ars-en-Ré,1789-12-07,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Ars-en-Ré,Aunis,français,Vide,,,,"15",tx,[1-20]
"1789=12=24","1789>12>24","00340958",,Guillaume,"Menet, Jacques",La Rochelle,1789-12-24,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,La Rochelle,Aunis,français,,,,,"40",tx,[21-50]
"1789=12=24","1789>12>24","00340959",,Tonnant,"Thérand, Pierre",La Rochelle,1789-12-24,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,La Rochelle,Aunis,français,,,,,"20",tx,[1-20]
"1789=12=28","1789>12>28","00340960",,Catherine Francoise,"Michelet, Francois",La Rochelle,1789-12-28,Moricq,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,La Rochelle,Aunis,français,,,,,"20",tx,[1-20]
"1789=03=21","1789>03>21","00336182",,Saint Vincent,"Cloirec, Jean",Ribérou,1789-03-21,Morlaix,Bretagne,,France,Morlaix,Marennes,Bretagne,Saintonge,Out,France,Quiberon,Bretagne,français,Lest,,,,"27",tx,[21-50]
"1789=03=24","1789>03>24","00339868",,Saint Sebastien,"Conon, Pierre Marie",Saint-Denis d'Oléron,1789-03-24,Morlaix,Bretagne,,France,Morlaix,Marennes,Bretagne,Saintonge,Out,France,Quiberon,Bretagne,français,Vin,,,,"25",tx,[21-50]
"1789=05=07","1789>05>07","00332655",,Saint Vincent,"Leport, François",La Flotte-en-Ré,1789-05-07,Morlaix,Bretagne,,France,Morlaix,La Rochelle,Bretagne,Aunis,In-Out,France,Quiberon,Bretagne,français,Vide,Futailles vides,Futailles vides,Futailles vides,"27",tx,[21-50]
"1789=06=22","1789>06>22","00332654",,Esperance,"Le Bohec, Jacques",La Flotte-en-Ré,1789-06-22,Morlaix,Bretagne,,France,Morlaix,La Rochelle,Bretagne,Aunis,In-Out,France,Quiberon,Bretagne,français,Beurre,Vide,Vide,Vide,"15",tx,[1-20]
"1789=08=08","1789>08>08","00336181",,Rosalie,"Doré, Joseph",Mortagne,1789-08-08,Morlaix,Bretagne,,France,Morlaix,Marennes,Bretagne,Saintonge,Out,France,Quiberon,Bretagne,français,Lest,,,,"19",tx,[1-20]
"1789=08=12","1789>08>12","00336183","0013176N",Sauvé,"Le Floch, Simon",Saint-Martin-de-Ré,1789-08-12,Morlaix,Bretagne,,France,Morlaix,La Rochelle,Bretagne,Aunis,Out,France,Quiberon,Bretagne,français,Lest,,,,"19",tx,[1-20]
"1789=08=17","1789>08>17","00340926",,Saint Pierre,"Ruché, Pierre",La Rochelle,1789-08-17,Morlaix,Bretagne,,France,Morlaix,La Rochelle,Bretagne,Aunis,Out,France,Quiberon,Bretagne,français,,,,,"15",tx,[1-20]
"1789=10=06","1789>10>06","00337656",,Saint Pierre,"Bernard, François",Marennes,1789-10-06,Morlaix,Bretagne,,France,Morlaix,Marennes,Bretagne,Saintonge,Out,France,Quiberon,Bretagne,français,Sel,,,,"16",tx,[1-20]
"1789=10=17","1789>10>17","00340927",,Marie Hyacinte,"Le Drézenec, Pierre",Tonnay-Charente,1789-10-17,Morlaix,Bretagne,,France,Morlaix,La Rochelle,Bretagne,Aunis,Out,France,Morlaix,Bretagne,français,,,,,"50",tx,[21-50]
"1789=11=25","1789>11>25","00337657",,Saint Piérre,"Jescquél, Jean Marie",Marennes,1789-11-25,Morlaix,Bretagne,,France,Morlaix,Marennes,Bretagne,Saintonge,Out,France,Roscoff,Bretagne,français,Sel,,,,"54",tx,[51-100]
"1789=05=02","1789>05>02","00340925",,Esperance en Dieu,"Martin, François",Tonnay-Charente,1789-05-02,Mornac,Saintonge,,France,Marennes,La Rochelle,Saintonge,Aunis,Out,France,Tonnay-Charente,Aunis,français,,,,,"32",tx,[21-50]
"1789=08=27","1789>08>27","00337655",,Diamant,"Laurang, Henry",Ars-en-Ré,1789-08-27,Moss,,Norvège,Danemark,,La Rochelle,,Aunis,Out,Danemark,Moss,,danois,Sel,,,,"130",tx,[101-200]
"1789=01=14","1789>01>14","00336179",,Sainte Anne,"Compagnac, François",Noirmoutier,1789-01-14,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Pornic,Bretagne,français,Lest,,,,"20",tx,[1-20]
"1789=01=27","1789>01>27","00333563",,Marie Louise,"Dorée, Jean Bruno",Saint-Denis d'Oléron,1789-01-27,Nantes,Bretagne,,France,Nantes,Marennes,Bretagne,Saintonge,Out,France,Quiberon,Bretagne,français,Eau-de-vie,,,,"27",tx,[21-50]
"1789=01=27","1789>01>27","00333443",,Angélique,"Cario, Joseph",La Perrotine,1789-01-27,Nantes,Bretagne,,France,Nantes,Marennes,Bretagne,Saintonge,Out,France,Nantes,Bretagne,français,Eau-de-vie,,,,"36",tx,[21-50]
"1789=01=30","1789>01>30","00336857",,Jeune Amandé,"Ayreau, Jacque",Les Sables-d'Olonne,1789-01-30,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Les Sables-d'Olonne,Poitou,français,Morue verte,,,,"42",tx,[21-50]
"1789=02=04","1789>02>04","00333222",,Saint Joseph,"Charrier, Jean-François",Noirmoutier,1789-02-04,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Noirmoutier,Poitou,français,Cendre de varech,,,,"26",tx,[21-50]
"1789=02=04","1789>02>04","00340887",,Saint Jacques,"Etienne, Philippe",Tonnay-Charente,1789-02-04,Nantes,Bretagne,,France,Nantes,La Rochelle,Bretagne,Aunis,Out,France,Saint-Savinien,Saintonge,français,,,,,"32",tx,[21-50]
"1789=02=06","1789>02>06","00340154",,Felix,"Jungelaas, Hind",Rochefort,1789-02-06,Nantes,Bretagne,,France,Nantes,La Rochelle,Bretagne,Aunis,Out,Hambourg,Hambourg,,hambourgeois,Vide,,,,"100",tx,[51-100]
"1789=02=13","1789>02>13","00337528",,Marie Susanne,"Coindreau, François",Noirmoutier,1789-02-13,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Noirmoutier,Poitou,français,Sel,,,,"28",tx,[21-50]
"1789=02=23","1789>02>23","00340155",,Blanche,"Gillard, George",Rochefort,1789-02-23,Nantes,Bretagne,,France,Nantes,La Rochelle,Bretagne,Aunis,Out,France,Nantes,Bretagne,français,Vide,,,,"95",tx,[51-100]
"1789=02=24","1789>02>24","00340912",,Jeune Catherine,George,La Rochelle,1789-02-24,Nantes,Bretagne,,France,Nantes,La Rochelle,Bretagne,Aunis,Out,Hambourg,Hambourg,,hambourgeois,,,,,"130",tx,[101-200]
